Epoch,Loss
1,0.09678397617142671
2,0.01434615745571009
3,0.008968873690979876
4,0.007581581948858917
5,0.006890618817726518
6,0.006474473501798833
7,0.006224104046086028
8,0.006041852870042537
9,0.005935991805782363
10,0.005853109687543029
11,0.005776493074550371
12,0.005768234509334063
13,0.005693581741255749
14,0.005698045229266403
15,0.005675947990648116
16,0.0056575307871695535
17,0.005613221089907323
18,0.005604515383079363
19,0.005610818879761894
20,0.005589434488492597
21,0.005608542329946141
22,0.00557541506732725
23,0.005580284700960301
24,0.005565542701014857
25,0.005552777160362453
26,0.0055430907797614105
27,0.005546334653404678
28,0.005535375795499155
29,0.005509026019365355
30,0.005508561784721863
31,0.005506082959947692
32,0.0055007832599388564
33,0.005523089716910936
34,0.005496342002064179
35,0.005505468319674396
36,0.005483824910987524
37,0.005494027970963792
38,0.005475133402379834
39,0.005477117623682994
40,0.005470220696560706
41,0.005476800116834936
42,0.00548409374881607
43,0.005479405005314168
44,0.005480048047959994
45,0.005477831162108927
46,0.005492361143800863
47,0.005478921912871538
48,0.005447181843363556
49,0.005488773484589758
50,0.005455302006333687
51,0.00545548470275607
52,0.005451920513467045
53,0.005484304334493769
54,0.005502436701564272
55,0.005468213847678178
56,0.005443719197895117
57,0.00545547616365514
58,0.005474422746901489
59,0.005458292773788332
60,0.005473203260071908
61,0.005443134612053822
62,0.005481515747085689
63,0.005464916304347052
64,0.005448135307094284
65,0.005472526615663509
66,0.005461660967131329
67,0.005439554640702951
68,0.0054509089933411714
69,0.005447825559290352
70,0.005463040789743518
71,0.005472895122803511
72,0.005461121402135131
73,0.005450764169714823
74,0.005457746259464769
75,0.005472087710621251
76,0.005452291829404748
77,0.005455931298624558
78,0.005461203545379411
79,0.00544034556195045
80,0.005459874061642179
81,0.005468291820732841
82,0.005462147052263378
83,0.005444820077532226
84,0.005457908099007075
85,0.005448791747141606
86,0.0054538855002896425
87,0.005459838573506494
88,0.005438105304055153
89,0.005459512266549904
90,0.0054414464564175365
91,0.005452055869635882
92,0.00543293680782151
93,0.0054338805430871285
94,0.005444253812644892
95,0.005436581547615255
96,0.00543343117104689
97,0.005426886452919549
98,0.005451018420777693
99,0.005439338200150212
100,0.005450901382596819
